filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
0001377,111373,3-OR-90,OTRIVIN PH,GAMME HAOLLAND,SELFMEDICATION,F/ATELIER,D/89 P/32099,A2B4
0001147,111060,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,PACKUNG,! P/50815,! D/88,! A2B2
0001875,118576,2-OR-91,PATIENT PH,MANN TREPPE FUSS VERTRETEN,SCHMERZ,,A1B1,
0001634,108434,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN,,D/88,A1A7
000770,110700,3-OR-90,FORTISAN PH,CHILDREN'S TEA,PLUESCH HASE,,D/88,A2A6
000253,115186,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
0001221,120839,3-OR-91,PH NICOTINELL TTS,,ZIGARETTE,,A2B3,
0001261,111154,2-OR-90,NITRODERM TTS PH,PFLASTER HAENDE AUFREISEN,PACKUNG,,A2B3,
0001273,111148,2-DR-90,NITRODERM TTS PH,PFLASTER HAENDE ABZIEHEN,,,A283,
000940,110905,3-DR-90,LAMPREN PH,PACKUNGEN LAMPREN 50 100,,AZR1,,
000494,11049B,2-DR-90,ANAFRANIL,SCHWARZE FRAU BATIK KLEID,NACHDENKLICH AFRIKA,PH,A2A1,
000149,107032,2-DR-88,PH PRODUKTION,WSH-2112,STEUERUNG,F/MACK,D/88,A1C3
0001898,117887,2-OR-91,PATIENT RH,MANN HUSTEN,,,AIBI,
000514,110531,2-DR-90,ANDURSIL PH CH OTC,PACKUNG KAUTABLETTEN,LOESUNG,D/89 PH CH OTC,AZA1,
0001043,110956,2-OR-90,LOPRESOR PH,MANN TELEFON ANUG EHERING,BUERO BRILLE,,AZB1,
0001463,111865,2-OR-90,PRELLORAN PH,MAENNER FUSSBALL BALL,SPORT,D/90,A2B5,
000707,110653,3-DR-90,ESTRADERM TTS PH,PACKUNGEN ESTRADERM 50,,| P/15636,| A2A5,
000688,111614,3-DR-90,ESTRADERM TTS PH,ZEIGETAFEL TTS 50 PFLASTER,,| P/34343,| D/90,| A2A5
0001699,108514,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITERIN,! D/88,! A1A7
00094,108690,2-OR-89,RH-PRODUKTION JK-840,MITARBEITER ORANGE,,I/HAFLIGER,I/87,A1C1
0001713,108495,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
000851,110778,3-DR-90,HEMERAN PH CH OTC,EMULGEL MAK 89,,,D/89,A2AB
0001777,122099,3-08-93,MEDIZIN,BLUTBAHN AORTA VENE,,F/ALLCOMM,B/92,A181
000378,115094,1-DR-90,SVP,PRODUKTION LAGER PALETTEN,MITARBEITER STAPLER,,A1D2,
000530,121250,3-OR-92,AREDIAPH,USA PACKUNG VIAL,,F/HAEFLIGER,D/92,A2A1
0001834,114969,2-OR-90,MILI. EMILM Y DUVEI IN,MANN ALT SPITAL BETT,ARZT PATIENT SUJET PH,,A1B1,
0001382,111612,3-DR-90,OTRIVIN PH,NASENSPRAY ARABISCH,SAUDI ARABIEN,D/90,AZB4,
000984,118461,3-OR-91,LOCACORTEN PH,TUBE PACKUNG,,,D/91,A281
000628,114803,2-OR-90,DESFERAL PH,POSTER EHEPAAR ARZT,THALASSAEMIA,P/32802,D/90,A2A4
000654,110646,Z-OR-90,ESTRADERM TTS PH,FRAU TOEPFERN SCHUERZE,,A2A5,,
000974,113156,3-DR-90,LOCACORTEN PH,SAUDI ARABIA PERSONALITY,SMOKING HERRENANZUG S/W,P/32952,AZB1,
0001150,122384,3-OR-93,TYELISETEIKENYASA PH,,,I B/99915,A2B2,
000567,110547,3-OR-90,BRADORAL SPRAY PH,DOKUMENTATION ISRAEL,,D/89,A2A2,
000820,118801,3-08-91,GLYVENOL PH,PACKUNG BLISTER 200,20 DRAGEES,,D/91,A2A7
0001962,114862,2-DR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,|,D/87,A1B1
0001726,108567,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/88,A1A7
000855,110769,3-QR-90,HEMERAN PH CH OTC,INSTAND 89 ITALIENISCH,EMULGEL,,D/89,AZAB
000188,115202,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,,A1C4
000911,111816,3-DU-90,HEMERAN P.Y CH OTC,SCHAUFENSTER,90,P/34338,D/90,A74B
0001208,111074,2-02-90,NICOTINELL TTS PH,POSTMANN ZIGARETTE WERFEN,VELD WIESE,P/32789,D/89,A263
0001464,111404,3-OR-90,PRELLORAN PH,MAENNER FUSSBALLFELD BALL,SPIEL,,A2B5,
0001098,110990,2-DR-90,LUDIOMIL PH,ALUMINIUMFASSADE,,P/39026,A2B1,
0001843,114864,3-DR-90,PATIENT PH,FRAU ALT ESSEN SUPPE,WOHNZIMMER,,A1B1,
0001096,110987,1-DR-90,LUDIOMIL PH,WINTER MAN SCHAUFELN,BERG SCHNEE,,A2B1,
0004,115028,1-OR-90,ARZT + PATIENT PH,ARZT PATIENTIN SCHWARZ,PRAXIS KOPFTUCH,P/32982,D/90,A1B1
0001784,114961,2-DR-90,PATIENT PH,PATIENT SPITAL BETT,INFUSION,!,!,1 AIR1
000778,110702,3-DR-90,FORTISAN PH,SAUDI ARABIEN CANDIES,DARREICHUNGSFORM,D/88,A2A6,
000480,110486,2-DU-90,AMRIHWAR PH,SCHISTOSOMIASIS SCHWARZE,KINDER SPIELEN WASSER,E/STRIEBEL MADAGASKAR,P/JOURNAL 1/1972,AZAI
000594,112286,3-OR-90,CIBACEN PH,KEGEL BLAU ROT,,P/32232,D/90,A2A3 J
000581,110560,3-DR-90,BRADORAL PH CH OTC,NEO BRADORAL LUTSCHTABLETTE,SPRAY GURGELWASSER,,D/89,A2A2
0001184,111072,2-08-90,NICOTINELL TTS PH,FRAU VELO SPORT PFLASTER,HANDSCHUHE ROT GRUEN BLAU,P/32789,D/89,A2B3
0001953,114869,1-DR-90,PATIENT PH,JOGGEN FAMILIE WALDRAND,,,A1B1,
0001819,114885,2-OR-90,PATIENT PH,FRAU SPITAL BETT GLAS,KRANKENSCHWESTER TABLETTE,,,AIB1
000625,110616,3-DR-90,DESFERAL PH CH DTC,PACKUNG SYRINGE DRIVER,VIAL DESFERAL 0.5G,,A2A4,
0001509,10B45B,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,,,D/BB,A1A7
0001015,110934,3-OR-90,LOCASALEN PH,PACKUNGEN SALBE TUBE 15 G,,,A2B1,
0001884,118568,2-OR-91,PATIENT PH,MANN WUESTE SAUDI ARABIEN,SCHMERZEN,,A1B1,
000435,115120,3-DU-90,SVP,SERVICILLIN 500 ANTIBIOTIKA,KAPSELN BLISTER PACKUNGEN,,,A103
0001918,114991,2-OR-90,ARZT. PATIENT + SUJET PH,ARZT PATIENTIN INFUSION,SPITAL BETT,,,A181
0001189,111101,2-DR-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT PROFIL,P/32789,D/89,A283
000592,121802,2-DR-92,CIBACEN PH,ARZT PATIENTIN,BLUTDRUCKMESSGERAET,,D/91,AZA3
0001119,116631,3-DR-90,MB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/90,A2B2
000649,110637,2-OR-90,ESTRADERM TTS PH,FRAU TENNIS TASCHE RACKET,STIRNBAND,,A2A5,
0001143,111055,3-DR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,WERKZEUGE,P/50815,D/88,A2B2
000619,110612,3-DR-90,CIBALGIN GAMME PH CH OTC,PACKUNGEN BURG,,,A2A3,
0001835,114983,2-08-90,ARZT. PATIENT + SUJET PH,ARM BLUTDRUCKMESSER,KRANKENSCHWESTER,,AIRI,
000113,107042,2-OR-88,PH PRODUKTION WSH-2112,SCHALTWARTE COMPUTER,MONITOR MITARBEITER,! F/MACK,! D/88,! AIC3
0001990,115023,2-08-90,ARZT + PATIENT PH,FRAU ALT SPITAL BETT,KRANKENSCHWESTER BEGRUESSEN,,,AIRI
0001881,118570,2-OR-91,PATIENT PH,MANN WUESTE SAUDI ARABIEN,KOPF SCHMERZEN,,AIBI,
000924,110901,3-DR-90,LAMPREN PH,PORTRAIT MANN HAARE SCHWARZ,LACHEN,,AZB1,
000666,121268,1-OR-92,MAGAZIN 2/92 S.13,WIRBEL NORMAL LINKS,WIRBEL OSTEOPOROSE RECHTS,P/43142,D/92,H2B1
0001194,111087,2-08-90,NICOTINELL TTS RH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A283
0001507,108460,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,,,D/88,A1A7
0001786,114959,2-08-90,PATIENT PH,PATIENT SPITAL BETT,INFUSION,,A1B1,
0001402,111367,3-OR-90,OTRIVIN PH,NASENTROPFEN BLAU ROT,KINDER ERWACHSENE,,A284,
000158,107013,2-OR-88,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,A1C3
000184,115198,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,A1C4,
0001516,108409,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,,A1A7
0001781,116660,Z-DR-90,PATIENTEN PH,MANN FRAU MUECKEN STICHE,KRATZEN,0/89,A1B1,
0001948,116671,2-0R-90,PATIENT PH,FRAU KIND SCHWARZ,PULMEX,,AIBI,2-0R-90 116671
000426,115105,1-DR-90,SVP,PRODUKTION DARREICHUNGSFORM,KAPSELN WEICHGELATINE,,A103,
000862,110760,3-DU-90,HEMERAN PH CH OTC,PACKUNGEN VK-STELLER,,P/31541,D/87,A2A8
0001570,108385,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001913,114975,2-OR-90,MILJ: IMILAI: AWCI TA,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,,,! AIBI
000460,117877,3-DR-91,SVP,PACKUNGEN SERVITROCIN,SERVITROCINA 200 250 500,I,I A1D3,I
000822,116636,3-OR-90,GLYVENOL PH,PACKUNG CREME,FRANZOESISCH,S/BUEHLER,D/90,A2A7
000754,121375,2-OR-92,INSERAT GESICHT FRAU,FORADIL,,ALLEMANN AG,F/MAEFLIGER D/92,AZAB
000554,113083,3-OR-90,BRADORAL PH,PACKUNG SAUDI ARABIEN,TABLETTEN BLISTER,,D/90,A2A2
000458,116626,3-DU-90,SVP,SERVITROCINE 200 250 500,PACKUNG FRANZOESISCH,S/VILLIGER P/42019,D/90,A103
0001256,111137,2-OR-90,NITRODERM TTS PH,OBERKOERPER MANN PFLASTER,,,A2B3,
0001212,117412,3-DU-91,NICOTINELL PH,PACKUNGEN PFLASTER,FOTO CIBA-GEIGY,D/90,AZB3,
0001543,108365,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,A1A7,
00018,116661,1-DR-90,MEDIZIN,KRANKHEITSBILDER,BAKTERIEN PILZE E. COLI,,A1B2,
000614,110607,3-DR-90,CIBALGIN GAMME PH CH OTC,PACKUNGEN,DIAGONAL,,AZA3,
0001172,111089,2-DR-90,NICOTINELL TTS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A283
0001569,109845,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,ABWAEGEN MITARBEITER,D788,A1A7
000729,110679,3-DR-90,EURAX PHI,SAUDI ARABIEN 89,PACKUNGEN,P/32919,D/89,A2A5
000585,110594,3-DR-90,CELOSPOR I.M. CIBA PH,PACKUNGEN ENGLISCH,,,AZA3,
0001524,108413,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000947,110912,3-QR-90,LIDAPRIM PH,PACKUNGEN SIROUP ERWACHSENE,FORTE FLASCHE LOEFFEL,TABLETTEN,A2B1,
0001350,111293,2-OR-90,OTRIVIN PH,MANN TASCHENTUCH ROT NIESEN,,P/13846,A2B4,
000146,107022,2-OR-88,PH PRODUKTION,WSH-2112,ROEHREN,I F/MACK,I D/88,I A1C3
0001959,117519,2-OR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,,A1B1,
0001772,114903,2-DR-90,PATIENT PH,MANN FRAU ALT EINKAUFEN,ZEBRASTREIFEN,,A1B1,
000193,115221,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,! AIC4,,
000727,111940,3-OR-90,EURAX PY,FILZSTIFT,,,D/90,A2A5
0001307,111256,3-DR-90,NUPERCAINAL PH,SAUDI ARABIEN TUBE PACKUNG,,! P/32927,! D/89,! A2B3
000841,110753,3-DU-90,HEMERAN PH CH OTC,EMULGEL DEUTSCH ZAHLTELLER,89,,D/89,A2A8
0001890,117947,2-DR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000655,110639,2-OR-90,ESTRADERM TTS PH,FRAU WANDERN RUCKSACK,PULLI SOCKEN ROT,,A2A5,
0001828,121614,1-DR-92,JOURNAL 2/92 S.25,LEPRA RADTTEST,SRI LANKA,P/43152,D/92,H283
00071,109251,2-OR-89,PH PRODUKTION,K-640,,F/HAEFLIGER,D/87,A1C1
0001902,117891,2-OR-91,PATIENT PH,MANN HUSTEN,,,A1B1,
000674,110623,Z-OR-90,ESTRADERM TTS PH,HAND PFLASTER,,I,I A2A5,
000963,110921,2-DR-90,LOCACORTEN PH,HAUTPROBLEME FRAU NACKT,ARME RUECKEN OBEN,,A2B1,
0001737,108536,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
0001857,117954,2-DR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,AIB1,
000629,114B04,2-OR-90,DESFERAL PH,POSTER EHEPAAR ARZT,THALASSAEMIA KLEINKIND,P/32B02,D/90,AZA4
000355,115074,1-DR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE,A1D2,,
0001429,116621,3-DU-90,OTRIVIN PH CH OTC,SCHAUFENSTER,,S/TARGA P/34480,D/90 91,A2B4
0001121,111028,3-OR-90,PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
000205,115229,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,TABLETTEN,,A1C4,
0001697,108516,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,D/BB,A1A7,
000832,111609,3-DU-90,GLYVENOL PH,SCHAUFENSTER,,P/34084 P/34114,D/89 S/SCHEIDEGGER,A2A7
0001156,111941,3-QR-90,MODULAN PH,KNETMASSE LOEFFEL LEPRA,GRIP AID,D/90,A2B2,
000664,110631,2-OR-90,ESTRADERM TTS PH,FRAU REISEN KOFFER BLAU,JUPE ZEITSCHRIFT,,A2A5,
0001550,108347,Z-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001066,117300,3-OR-90,LOPRESOR PH,DARREICHUNGSFORM,TABLETTE,,A2B1,
000387,115114,3-DU-90,SVP,PACKUNGEN SERVIDRAT,SERVIZOL SERVIDOXYNE,! SERVIDRAT SERVICILLIN,! A103,
0001340,111882,1-DR-90,OTRIVIN PH,MANN TASCHENTUCH SCHNEUZEN,,P /42108,D/90,A2B4
000812,110730,3-DU-90,GLY-CORAMIN PH CH OTC,VK-STELLER,,P/31535,D/85,A2A7
000962,110920,2-DR-90,LOCACORTEN PH,HAUTPROBLEME FRAU NACKT,ARME RUECKEN OBEN,,A281,
000918,110781,2-OR-90,INSIDON PH,MANN SCHWARI SCHMERZ HAND,BAUCH,,AZA9,
000873,117321,3-DR-90,HEMERAN PH CH OTC,PACKUNGEN LOTION CREME,30G 50ML,P/14485,,A2A8
000367,117396,1-DR-90,SVP PRODUKTION WSI,ETIKETTIERUNG SWISS QUALITY,PHARMACEUTICALS,| P/32847,| D/90,| A102
0001346,111B73,2-DR-90,OTRIVIN PH,MANN ASIATE PORTRAIT,SAUDI ARABIEN,P/42103,D/90,A2B4
0001295,121791,3-OR-92,NITRODERM TTS PH,PFLASTER GRAFIK TENNIS,,F/BARABINO,REPRO,A283
000976,113158,3-OR-90,LOCACORTEN PH,SAUDI ARABIA PERSONALITY,SMOKING HERRENANZUG S/W,P/32952,A2B1,
00017,118644,1-DR-91,MEDIZIN,KRANKHEITSBILDER,KLERS. PNEUMONIAE,| P/43015 S.3B,| AIBZ,
0001606,110871,2-OR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE MITARBEITER,FESTE DARREICHUNGSFORMEN,D/88,A1A7
000596,121938,3-DR-92,PH CIBADREX,DOSIERUNGEN 20/25 10/12.5,5/ 6.25,F/HAEFLIGER,D/92,A2A3
000580,110558,3-OR-90,BRADORAL PH,PACKUNG ARABISCH,SAUDI ARABIEN,,A2A2,
0001738,108541,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/B8,A1A7
0001672,108467,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0001299,111251,3-OR-90,NITRODERM TTS PH,NITRODERM 5 ENGLISCH,,,A2B3,
0001801,114893,2-OR-90,PATIENT PH,MANN SCHWARZ PORTRAIT,SCHMERZ HALS,,A181,
0001360,111276,3-OR-90,OTRIVIN PH,MANN BETT,PYJAMA,,A2B4,
000147,107044,2-OR-88,PH PRODUKTION WSH-2112,SCHALTWARTE COMPUTER,MONITOR MITARBEITER,F/MACK,D/88,AIC3
000436,119832,3-OR-91,SVP SERVICILLIN 500,KAPSELN PACKUNG BLISTER,P/32776,D/90,S/VILLIGER,AID3
000552,112266,3-OR-90,BRADORAL PH,KOFF BLAU ORANGE STANDARD,CARD SAUDI ARABIEN,P/42110 Q/NDF,D/90,A2A2
000194,115147,1-OR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,,,A1C4,1-OR-90 115147
0001154,111943,3-OR-90,MODULAN PH,KNETMASSE GRIP AID LEPRA,WERKZEUG,,D/90,A2B2
0001209,111103,2-08-90,NICOTINELL TTS PH,MANN HAND ZIGARETTE,,P/32789,D/89,A2B3
0001764,108559,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/88,A1A7
0001931,114989,2-DR-90,ARZT. PATIENT + SUJET PH,KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,,AIBI,
0001501,108456,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITERIN,D/89,A1A7,
000476,120906,3-OR-92,ZYMA MUENCHEN,GESCHAEFTSSITZ,,AGENTUR,AIB4,
000273,115158,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,A1C4,
0001934,117846,2-OR-91,PATIENT PH,,FRAU,,AIBI,
000341,115058,1-OR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,A1D2,
000168,3990,9-49,B. JOPPEN,BUILDERS,,1,,
000710,110656,3-OR-90,ESTRADERM TTS PH,PACKUNGEN PFLASTER,ESTRADERM 50,P/15636,,A2A5
000730,119332,3-OR-91,EURAX PHI,SAUDI ARABIEN,PACKUNGEN,P/42245,D/91,A2A5
0001796,114915,2-QR-90,PATIENT PH,MANN TELEFON ASIATE NOTIZ,STRESS,,A1B1,
000414,115116,3-OU-90,SVP,SERVIPEN-G AMPULLE KAPSELN,TABLETTEN DRAGEES,,A103,
000350,115079,1-OR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE,,A1D2,
000648,110634,2-DR-90,ESTRADERM TTS PH,FRAU REISEN KOFFER BLAU,JUPE ZEITSCHRIFT HUT,,A2A5,
000818,117998,3-OR-91,GLYVENOL PH,SUPPOSITORIEN 400 MG,,,AZA7,
0001728,108531,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,D/88,A1A7,
0001793,114906,2-DR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,A1B1,
000677,110624,2-DR-90,ESTRADERM TTS PH,HAND PFLASTER,,,A2A5,
0001139,111048,3-DR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A282
000160,110260,2-OR-90,PH PRODUKTION,WSH-2112,,F/HILTBRAND,D/89,AIC3
0001044,110959,2-OR-90,LOPRESOR PH,FRAU RUCKSACK WANDERN,SONNENBRILLE KOPFTUCH,D/80,AZB1,
0001329,111268,3-DU-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 98,A2B4
0001710,108486,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,: MITARBEITERIN TUBEN SALBEN,: D/88,: A1A7
0001534,108363,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,A1A7,
0001563,10B356,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0001560,108417,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001298,119820,3-OR-91,NITRODERM TTS PH,TUNESIEN,PACKUNGEN,P/42046,D/89 S7VILLIGER,A283
00088,108684,2-OR-89,PH PRODUKTION K-640,CONTAINER PALETTENLAGER,FESTSTOFFCONTAINER,F/HAEFLIGER,D/87,A1C1
000461,117876,3-OR-91,SVP,PACKUNGEN,SERVITROCINA 200 250 500,,,AID3
000892,111601,3-08-90,HEMERVEN PH,PACKUNGEN HEMERAN HEMERVEN,KAPSELN 30 FRANZOESISCH,P/34338,D/90,A2AB
0001870,118575,2-OR-91,PATIENT PH,MANN HUERDENLAUF SCHMERZ,BEIN WADEN SPORT TRAINER,,A1B1,
0001220,118289,3-OR-91,NICOTINELL TTS PH,ZIGARETTE,,,A283,
000633,114809,2-OR-90,DESFERAL PH,POSTER EHEPAAR KLEINKIND,ARZT THALASSAEMIA,P/32802,D/90,A2A4
000676,110622,3-DR-90,ESTRADERM TTS PH,HAENDE PFLASTER,,,A2A5,
0001859,117956,2-DR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,I,AIBI
0002000,115025,2-QR-90,ARZT + PATIENT PH,EHEPAAR KIND ARZT SCHWARZ,PRAXIS TRASICOR PLAKAT,,AIB1,
000600,110599,3-DR-90,CIBALGIN PH,FRAU MANN SCHWARZ SCHMERZ,HAND KOPF,,AZA3,
0001935,117847,2-DR-91,PATIENT PH,FRAU,,,A1B1,
000337,115062,1-OR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,,A10Z
0001746,10B554,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,: MITARBEITERIN,: D/88,: A1A7
000939,110904,3-OR-90,LAMPREN PH,PACKUNGEN RIMACTANE 300,LAMPREN 100 50 SERVIDAPSONE,!,,A281
0001228,111126,3-OR-90,NITRODERM TTS PH,SANDUHR,,,A2B3,
0001430,117566,3-OR-91,DTRIVIN PH CH OTC,SCHAUFENSTER,,S/TARGA,D/90 D/91,A2B4
0001792,114907,2-DR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,A1B1,
00065,108809,2-DU-90,PH PRODUKTION K-640,KESSEL MITARBEITR,,F/HAEFLIGER,D/87,AICI
000178,115170,1-OR-90,PH PRODUKTION,MST QUALITAETSKONTROLLE,,,AIC4,
0001274,111149,2-OR-90,NITRODERM TTS PH,PFLASTER HAENDE ABZIEHEN,,,A2B3,
000568,110546,3-DR-90,BRADORAL SPRAY PH,DOKUMENTATION ISRAEL,,D/89,A2A2,
0001058,110965,3-OR-90,LOPRESOR PH,TABLETTEN HALBIERT,DARREICHUNGSFORM M,,A2B1,
000250,115207,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE,,,A1C4
0001611,108427,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE,FESTE DARREICHUNGSFORMEN,D/88,A1A7
000735,117303,3-OR-90,EURAX PH,PACKUNGEN TUBE 60G,,,A2A5,
0001500,108442,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,A1A7
0001459,111413,2-OR-90,PRELLORAN PH,MANN HANTELN,,,SPORT,A2B5
00059,117141,2-OR-90,PH PRODUKTION K-693,PILOTANLAGE,MITARBEITER,| P/23001 MAGAZIN 1/90,| D/90,| AICI
000229,115226,1-OR-90,PH PRODUKTION,MST QUALITAETSKONTROLLE,DRUCKTEST,A1C4,,
0001659,110215,2-OR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
0001920,114967,2-DR-90,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,ARZT PATIENT SUJET PH,|,AIBI,
0001123,111030,3-DR-90,PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2BZ
0001941,114874,Z-DR-90,PATIENT PH,MUTTER KINDER LACHEN,,,A1B1,
00093,108681,2-OR-89,PH PRODUKTION K-640,ENERGIE STARKSTROMANLAGE,NOTSTROM,F/HAEFLIGER,D/B7,AICI
0001549,108345,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,! MITARBEITER,! D/88,! A1A7
000806,110731,3-DU-90,GLY-CORAMIN PH CH OTC,PACKUNGEN,,,A2A7,
0001202,111100,2-OR-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT PROFIL,P/32789,D/89,A283
000451,115136,3-OR-90,SVP,KAPSEL DARREICHUNGSFORM,SERVIMETA 25,! Q/NOF S/VILLIGER,! D/89,! A1D3
0001519,108421,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000959,117307,1-DR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG FUSS VORHER,A2R1,,
000284,115161,1-DR-90,PH PRODUKTION,HST QUALITAETSKONTROLLE,,!,! A1C4,
000622,117324,3-OR-90,CORAGINE PH,THROMBOSE ARTERIE,DURCHMESSER,S/SCHEIDEGGER P/34196,D/90,A2A3
0001624,108469,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
